Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd),Key
Lao People's Democratic Republic (the),Bioenergy,1351.99948637364,kWh,Energy,0.12,5,2023-05-16,Bioenergy_Energy
Lao People's Democratic Republic (the),Extraction,2103357.0,kWh,Energy,0.0499999999999999,9,2023-05-16,Extraction_Energy
Lao People's Democratic Republic (the),Bioenergy and biofuel (from forestry biomass),1227.0005785370672,gallon,Forestry,0.02,1,2023-05-22,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Lao People's Democratic Republic (the),Primary forestry bioproducts,7321.9940272318045,metric_ton,Forestry,0.06,0,2023-05-25,Primary_forestry_bioproducts_Forestry
Latvia,Extraction,1625524.46,ton,Minerals and mining,0.02,4,2023-05-21,Extraction_Minerals_and_mining
Latvia,Primary non-metallic minerals products,220359.0,metric_ton,Minerals and mining,0.03,13,2023-05-16,Primary_non_metallic_minerals_products_Minerals_and_mining
Latvia,Primary manufacturing,832154.6845084496,kWh,Minerals and mining,0.22,0,2023-05-03,Primary_manufacturing_Minerals_and_mining
Latvia,Services and custom work,111156.0,hr,Minerals and mining,0.11,11,2023-05-23,Services_and_custom_work_Minerals_and_mining
Latvia,Bioenergy and biofuel (from forestry biomass),5084.997313368961,gallon,Forestry,0.14,13,2023-05-16,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Latvia,Primary metallic minerals products,612632.0,metric_ton,Minerals and mining,0.14,4,2023-05-09,Primary_metallic_minerals_products_Minerals_and_mining
Latvia,Other refined petroleum and coal products,76701.03614667896,gallon,Energy,0.06,12,2023-05-22,Other_refined_petroleum_and_coal_products_Energy
Latvia,Primary sawmill and wood products,699177.6,ft,Forestry,0.12,8,2023-05-27,Primary_sawmill_and_wood_products_Forestry
Latvia,Primary forestry bioproducts,8431.0,metric_ton,Forestry,0.07,3,2023-05-17,Primary_forestry_bioproducts_Forestry
Latvia,Primary pulp and paper products,175865.0,metric_ton,Forestry,0.06,4,2023-05-13,Primary_pulp_and_paper_products_Forestry
Latvia,Other bioproducts (from forestry biomass),2384.0,kg,Forestry,0.03,0,2023-05-10,Other_bioproducts_(from_forestry_biomass)_Forestry
Lebanon,Primary pulp and paper products,2072.9983089904404,metric_ton,Forestry,0.07,11,2023-05-18,Primary_pulp_and_paper_products_Forestry
Lebanon,Electricity,36940.0,kWh,Energy,0.06,13,2023-05-20,Electricity_Energy
Lebanon,Other bioproducts (from forestry biomass),30.0,kg,Forestry,0.06,0,2023-05-11,Other_bioproducts_(from_forestry_biomass)_Forestry
Lebanon,Primary manufacturing,1241183.0,kWh,Minerals and mining,0.05,3,2023-05-07,Primary_manufacturing_Minerals_and_mining
Lebanon,Extraction,2338823.0,ton,Minerals and mining,0.09,7,2023-05-20,Extraction_Minerals_and_mining
Lebanon,Crude oil,549207.0,L,Energy,0.07,4,2023-05-07,Crude_oil_Energy
Lebanon,Metallic minerals,1758517.23,metric_ton,Minerals and mining,0.02,4,2023-05-08,Metallic_minerals_Minerals_and_mining
Lebanon,Primary sawmill and wood products,152788.7188,ft,Forestry,0.04,4,2023-05-11,Primary_sawmill_and_wood_products_Forestry
Lebanon,Other refined petroleum and coal products,120864.14311791852,gallon,Energy,0.09,0,2023-05-21,Other_refined_petroleum_and_coal_products_Energy
Lebanon,Services,182911.0,hr,Forestry,0.1,13,2023-05-27,Services_Forestry
Lebanon,Bioenergy and biofuel (from forestry biomass),3731.0017593866974,gallon,Forestry,0.05,5,2023-05-24,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Lebanon,Petrochemicals,180100.7755566768,gallon,Energy,0.05,4,2023-05-02,Petrochemicals_Energy
Lebanon,Secondary paper products,153685.0,metric_ton,Forestry,0.01,3,2023-05-15,Secondary_paper_products_Forestry
Lebanon,Extraction,178018.87,metric_ton,Forestry,0.0499999999999999,4,2023-05-18,Extraction_Forestry
Lebanon,Refined petroleum products (fuels and lubricants),540972.2539962645,gallon,Energy,0.02,2,2023-05-15,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Lebanon,Primary forestry bioproducts,518.0,metric_ton,Forestry,0.1,9,2023-05-21,Primary_forestry_bioproducts_Forestry
Lebanon,Services and custom work,36341.76,hr,Forestry,0.02,3,2023-05-07,Services_and_custom_work_Forestry
Lebanon,Natural gas,336867.55427555373,cubic_feet,Energy,0.01,3,2023-05-07,Natural_gas_Energy
Lebanon,Secondary metal products,2691.6171235799998,ton,Minerals and mining,0.04,10,2023-05-16,Secondary_metal_products_Minerals_and_mining
Lesotho,Services and custom work,28327.0,hr,Minerals and mining,0.48,1,2023-05-14,Services_and_custom_work_Minerals_and_mining
Lesotho,Other refined petroleum and coal products,28707.0,gallon,Energy,0.0699999999999999,3,2023-05-23,Other_refined_petroleum_and_coal_products_Energy
Lesotho,Secondary paper products,24386.0,metric_ton,Forestry,0.18,13,2023-05-16,Secondary_paper_products_Forestry
Lesotho,Secondary wood products,211116.17929769485,lb,Forestry,0.23,1,2023-05-04,Secondary_wood_products_Forestry
Lesotho,Natural gas,426853.27556649054,cubic_feet,Energy,0.04,0,2023-05-06,Natural_gas_Energy
Liberia,Primary manufacturing,813841.0,kWh,Minerals and mining,0.0799999999999998,2,2023-05-12,Primary_manufacturing_Minerals_and_mining
Liberia,Bioenergy and biofuel (from forestry biomass),8236.167812733625,gallon,Forestry,0.03,1,2023-05-09,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Liberia,Non-metallic minerals,549940.0,metric_ton,Minerals and mining,0.08,0,2023-05-06,Non_metallic_minerals_Minerals_and_mining
Liberia,Bioenergy,13541.0,kWh,Energy,0.04,0,2023-05-03,Bioenergy_Energy
Liberia,Extraction,1624204.0899200002,ton,Minerals and mining,0.01,2,2023-05-17,Extraction_Minerals_and_mining
Liberia,Secondary wood products,89294.0728452001,lb,Forestry,0.09,7,2023-05-28,Secondary_wood_products_Forestry
Liberia,Primary pulp and paper products,46817.0,metric_ton,Forestry,0.13,0,2023-05-13,Primary_pulp_and_paper_products_Forestry
Liberia,Services and custom work,17356.68,hr,Forestry,0.06,12,2023-05-16,Services_and_custom_work_Forestry
Liberia,Primary metallic minerals products,250763.0,metric_ton,Minerals and mining,0.14,6,2023-05-19,Primary_metallic_minerals_products_Minerals_and_mining
Liberia,Miscellaneous metal products,71706.0,kg,Minerals and mining,0.04,3,2023-05-14,Miscellaneous_metal_products_Minerals_and_mining
Liberia,Refined petroleum products (fuels and lubricants),442631.46783888666,gallon,Energy,0.02,11,2023-05-21,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Liberia,Natural gas,299573.4929126879,cubic_feet,Energy,0.05,6,2023-05-21,Natural_gas_Energy
Liberia,Services,320289.12,hr,Energy,0.05,8,2023-05-27,Services_Energy
Liberia,Other bioproducts (from forestry biomass),1464.9978338399999,kg,Forestry,0.11,0,2023-05-05,Other_bioproducts_(from_forestry_biomass)_Forestry
Liberia,Electricity,1575093.0,kWh,Energy,0.01,9,2023-05-24,Electricity_Energy
Liberia,Extraction,4568484.0,kWh,Energy,0.06,8,2023-05-16,Extraction_Energy
Libya,Other refined petroleum and coal products,53492.97173727548,gallon,Energy,0.02,6,2023-05-18,Other_refined_petroleum_and_coal_products_Energy
Libya,Extraction,2048179.9999999998,kWh,Energy,0.14,0,2023-05-05,Extraction_Energy
Libya,Services and custom work,198418.41,hr,Minerals and mining,0.21,4,2023-05-06,Services_and_custom_work_Minerals_and_mining
Libya,Services,1355884.08,hr,Energy,0.38,1,2023-05-09,Services_Energy
Libya,Primary sawmill and wood products,915600.0,ft,Forestry,0.25,0,2023-05-09,Primary_sawmill_and_wood_products_Forestry
Liechtenstein,Crude oil,4037743.0836457997,L,Energy,0.08,4,2023-05-08,Crude_oil_Energy
Liechtenstein,Electricity,2212350.0,kWh,Energy,0.15,1,2023-05-13,Electricity_Energy
Liechtenstein,Extraction,181891.85162872204,metric_ton,Forestry,0.08,1,2023-05-23,Extraction_Forestry
Liechtenstein,Natural gas,370937.2395951746,cubic_feet,Energy,0.02,2,2023-05-03,Natural_gas_Energy
Liechtenstein,Services and custom work,35901.12,hr,Forestry,0.13,6,2023-05-17,Services_and_custom_work_Forestry
Liechtenstein,Biofuels,35207.9848477,L,Energy,0.08,3,2023-05-13,Biofuels_Energy
Liechtenstein,Primary sawmill and wood products,293825.0,ft,Forestry,0.02,4,2023-05-24,Primary_sawmill_and_wood_products_Forestry
Liechtenstein,Refined petroleum products (fuels and lubricants),31332.014767224686,gallon,Energy,0.1,11,2023-05-20,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Liechtenstein,Other refined petroleum and coal products,33688.53994679572,gallon,Energy,0.15,7,2023-05-29,Other_refined_petroleum_and_coal_products_Energy
Liechtenstein,Extraction,746017.0,kWh,Energy,0.13,3,2023-05-09,Extraction_Energy
Liechtenstein,Services and custom work,136177.44,hr,Minerals and mining,0.06,0,2023-05-03,Services_and_custom_work_Minerals_and_mining
Lithuania,Refined petroleum products (fuels and lubricants),831514.0450181089,gallon,Energy,0.06,5,2023-05-29,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Lithuania,Extraction,122257.35,metric_ton,Forestry,0.01,1,2023-05-03,Extraction_Forestry
Lithuania,Electricity,3223873.0,kWh,Energy,0.08,11,2023-05-29,Electricity_Energy
Lithuania,Secondary wood products,5358.0,lb,Forestry,0.04,13,2023-05-24,Secondary_wood_products_Forestry
Lithuania,Extraction,4215869.0,kWh,Energy,0.03,4,2023-05-14,Extraction_Energy
Lithuania,Bioenergy,14020.999999999998,kWh,Energy,0.09,3,2023-05-26,Bioenergy_Energy
Lithuania,Primary manufacturing,273642.0,kWh,Minerals and mining,0.06,4,2023-05-11,Primary_manufacturing_Minerals_and_mining
Lithuania,Natural gas,253799.41766018758,cubic_feet,Energy,0.07,1,2023-05-14,Natural_gas_Energy
Lithuania,Other refined petroleum and coal products,46715.17748407701,gallon,Energy,0.01,3,2023-05-06,Other_refined_petroleum_and_coal_products_Energy
Lithuania,Bioenergy and biofuel (from forestry biomass),6983.996310043033,gallon,Forestry,0.04,0,2023-05-07,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Lithuania,Primary pulp and paper products,164265.0,metric_ton,Forestry,0.08,4,2023-05-06,Primary_pulp_and_paper_products_Forestry
Lithuania,Miscellaneous metal products,41036.967191200005,kg,Minerals and mining,0.07,0,2023-05-18,Miscellaneous_metal_products_Minerals_and_mining
Lithuania,Secondary metal products,138156.98,ton,Minerals and mining,0.06,11,2023-05-25,Secondary_metal_products_Minerals_and_mining
Lithuania,Biofuels,24639.24078,L,Energy,0.06,1,2023-05-08,Biofuels_Energy
Lithuania,Secondary paper products,145162.0,metric_ton,Forestry,0.02,0,2023-05-12,Secondary_paper_products_Forestry
Lithuania,Services,351397.2,hr,Forestry,0.09,13,2023-05-29,Services_Forestry
Lithuania,Primary sawmill and wood products,257611.5568,ft,Forestry,0.08,4,2023-05-14,Primary_sawmill_and_wood_products_Forestry
Lithuania,Coal,39541.204612094625,short_ton,Minerals and mining,0.05,0,2023-05-23,Coal_Minerals_and_mining
Luxembourg,Services and custom work,47426.4,hr,Forestry,0.11,2,2023-05-08,Services_and_custom_work_Forestry
Luxembourg,Services,273189.84,hr,Energy,0.01,8,2023-05-26,Services_Energy
Luxembourg,Primary manufacturing,74706.97167722599,kWh,Forestry,0.15,3,2023-05-08,Primary_manufacturing_Forestry
Luxembourg,Bioenergy,6918.99737631086,kWh,Energy,0.11,1,2023-05-25,Bioenergy_Energy
Luxembourg,Primary manufacturing,700457.0,kWh,Energy,0.04,3,2023-05-08,Primary_manufacturing_Energy
Luxembourg,Metallic minerals,284353.7680480479,metric_ton,Minerals and mining,0.01,0,2023-05-12,Metallic_minerals_Minerals_and_mining
Luxembourg,Natural gas,383286.63065247494,cubic_feet,Energy,0.11,4,2023-05-09,Natural_gas_Energy
Luxembourg,Primary sawmill and wood products,628369.748652,ft,Forestry,0.14,3,2023-05-05,Primary_sawmill_and_wood_products_Forestry
Luxembourg,Services,333504.0,hr,Minerals and mining,0.16,4,2023-05-26,Services_Minerals_and_mining
Luxembourg,Secondary wood products,95711.07956048608,lb,Forestry,0.09,2,2023-05-06,Secondary_wood_products_Forestry
Luxembourg,Electricity,767349.0,kWh,Energy,0.07,3,2023-05-11,Electricity_Energy
Macao,Bioenergy,10516.0,kWh,Energy,0.1,0,2023-05-15,Bioenergy_Energy
Macao,Petrochemicals,211918.09987293318,gallon,Energy,0.1,9,2023-05-16,Petrochemicals_Energy
Macao,Biofuels,29023.0,L,Energy,0.16,0,2023-05-28,Biofuels_Energy
Macao,Bioenergy and biofuel (from forestry biomass),8725.995389667169,gallon,Forestry,0.07,7,2023-05-20,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Macao,Primary sawmill and wood products,85064.01190839999,ft,Forestry,0.16,1,2023-05-05,Primary_sawmill_and_wood_products_Forestry
Macao,Coal,38611.20174607024,short_ton,Minerals and mining,0.02,4,2023-05-08,Coal_Minerals_and_mining
Macao,Crude oil,991685.00995256,L,Energy,0.16,7,2023-05-27,Crude_oil_Energy
Macao,Other bioproducts (from forestry biomass),240.0,kg,Forestry,0.12,10,2023-05-23,Other_bioproducts_(from_forestry_biomass)_Forestry
Macao,Secondary metal products,25832.971584,ton,Minerals and mining,0.06,1,2023-05-09,Secondary_metal_products_Minerals_and_mining
Macao,Primary non-metallic minerals products,512845.581664087,metric_ton,Minerals and mining,0.02,11,2023-05-26,Primary_non_metallic_minerals_products_Minerals_and_mining
Macao,Primary manufacturing,1303684.0,kWh,Minerals and mining,0.03,2,2023-05-04,Primary_manufacturing_Minerals_and_mining
Madagascar,Extraction,1929070.2897866399,ton,Minerals and mining,0.1400000000000001,10,2023-05-20,Extraction_Minerals_and_mining
Madagascar,Petrochemicals,39292.018518469595,gallon,Energy,0.13,0,2023-05-15,Petrochemicals_Energy
Madagascar,Services and custom work,4558.32,hr,Forestry,0.19,10,2023-05-25,Services_and_custom_work_Forestry
Madagascar,Extraction,86270.0,metric_ton,Forestry,0.03,8,2023-05-26,Extraction_Forestry
Madagascar,Primary forestry bioproducts,10374.95,metric_ton,Forestry,0.2,2,2023-05-14,Primary_forestry_bioproducts_Forestry
Madagascar,Primary manufacturing,4233199.0,kWh,Energy,0.11,1,2023-05-03,Primary_manufacturing_Energy
Madagascar,Secondary paper products,101958.91683106379,metric_ton,Forestry,0.12,4,2023-05-16,Secondary_paper_products_Forestry
Madagascar,Other refined petroleum and coal products,30478.0,gallon,Energy,0.08,0,2023-05-02,Other_refined_petroleum_and_coal_products_Energy
Malawi,Refined petroleum products (fuels and lubricants),649625.3061570608,gallon,Energy,0.04,12,2023-05-21,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Malawi,Extraction,1102632.2491199998,ton,Minerals and mining,0.4,1,2023-05-16,Extraction_Minerals_and_mining
Malawi,Secondary paper products,43832.96424508193,metric_ton,Forestry,0.39,12,2023-05-20,Secondary_paper_products_Forestry
Malawi,Other refined petroleum and coal products,98569.04645467729,gallon,Energy,0.17,3,2023-05-14,Other_refined_petroleum_and_coal_products_Energy
Malaysia,Electricity,2664540.9898001887,kWh,Energy,1.0,13,2023-05-19,Electricity_Energy
Maldives,Primary non-metallic minerals products,102320.0,metric_ton,Minerals and mining,0.11,5,2023-05-29,Primary_non_metallic_minerals_products_Minerals_and_mining
Maldives,Primary forestry bioproducts,5922.72,metric_ton,Forestry,0.03,3,2023-05-11,Primary_forestry_bioproducts_Forestry
Maldives,Non-metallic minerals,785474.0,metric_ton,Minerals and mining,0.07,12,2023-05-19,Non_metallic_minerals_Minerals_and_mining
Maldives,Services,1597459.92,hr,Energy,0.09,2,2023-05-06,Services_Energy
Maldives,Petrochemicals,126414.05957610931,gallon,Energy,0.1,0,2023-05-12,Petrochemicals_Energy
Maldives,Bioenergy,7915.99699743669,kWh,Energy,0.06,10,2023-05-16,Bioenergy_Energy
Maldives,Secondary metal products,33177.56031128,ton,Minerals and mining,0.18,3,2023-05-28,Secondary_metal_products_Minerals_and_mining
Maldives,Biofuels,4714.9931337,L,Energy,0.08,11,2023-05-18,Biofuels_Energy
Maldives,Primary manufacturing,4723686.0,kWh,Energy,0.1,2,2023-05-03,Primary_manufacturing_Energy
Maldives,Electricity,1375953.0,kWh,Energy,0.14,3,2023-05-18,Electricity_Energy
Maldives,Other refined petroleum and coal products,29198.01376072869,gallon,Energy,0.03,0,2023-05-09,Other_refined_petroleum_and_coal_products_Energy
Maldives,Services,494424000.0,hr,Forestry,0.01,3,2023-05-06,Services_Forestry
Mali,Extraction,192346.59478400002,ton,Minerals and mining,0.0899999999999999,12,2023-05-25,Extraction_Minerals_and_mining
Mali,Petrochemicals,80773.95732351317,gallon,Energy,0.07,4,2023-05-13,Petrochemicals_Energy
Mali,Metallic minerals,356125.7095044344,metric_ton,Minerals and mining,0.09,4,2023-05-04,Metallic_minerals_Minerals_and_mining
Mali,Tertiary metal products,878924.311216,ton,Minerals and mining,0.09,8,2023-05-23,Tertiary_metal_products_Minerals_and_mining
Mali,Secondary paper products,139800.88596419874,metric_ton,Forestry,0.01,10,2023-05-26,Secondary_paper_products_Forestry
Mali,Primary manufacturing,2496666.053447707,kWh,Energy,0.11,3,2023-05-13,Primary_manufacturing_Energy
Mali,Bioenergy,2346.0,kWh,Energy,0.09,10,2023-05-24,Bioenergy_Energy
Mali,Primary forestry bioproducts,6628.0,metric_ton,Forestry,0.03,4,2023-05-27,Primary_forestry_bioproducts_Forestry
Mali,Miscellaneous metal products,321287.73659368,kg,Minerals and mining,0.03,5,2023-05-19,Miscellaneous_metal_products_Minerals_and_mining
Mali,Services,4052178000.0,hr,Energy,0.01,10,2023-05-21,Services_Energy
Mali,Primary manufacturing,1362332.483502388,kWh,Forestry,0.03,4,2023-05-15,Primary_manufacturing_Forestry
Mali,Electricity,1049686.0,kWh,Energy,0.04,7,2023-05-25,Electricity_Energy
Mali,Biofuels,5744.0,L,Energy,0.1,4,2023-05-22,Biofuels_Energy
Mali,Secondary metal products,158171.0,ton,Minerals and mining,0.05,3,2023-05-11,Secondary_metal_products_Minerals_and_mining
Mali,Primary metallic minerals products,197127.43,metric_ton,Minerals and mining,0.07,2,2023-05-06,Primary_metallic_minerals_products_Minerals_and_mining
Mali,Natural gas,152271.17853831648,cubic_feet,Energy,0.09,13,2023-05-26,Natural_gas_Energy
Malta,Services,84811.05,hr,Forestry,0.3,3,2023-05-05,Services_Forestry
Malta,Primary sawmill and wood products,545740.0,ft,Forestry,0.03,12,2023-05-25,Primary_sawmill_and_wood_products_Forestry
Malta,Coal,139574.7292709275,short_ton,Minerals and mining,0.67,4,2023-05-27,Coal_Minerals_and_mining
Marshall Islands (the),Primary metallic minerals products,357089.0,metric_ton,Minerals and mining,0.21,2,2023-05-28,Primary_metallic_minerals_products_Minerals_and_mining
Marshall Islands (the),Bioenergy and biofuel (from forestry biomass),5037.00237490787,gallon,Forestry,0.08,2,2023-05-08,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Marshall Islands (the),Miscellaneous metal products,180260.0,kg,Minerals and mining,0.21,4,2023-05-26,Miscellaneous_metal_products_Minerals_and_mining
Marshall Islands (the),Primary manufacturing,367969.0,kWh,Forestry,0.12,12,2023-05-19,Primary_manufacturing_Forestry
Marshall Islands (the),Other refined petroleum and coal products,22444.01057745396,gallon,Energy,0.2,3,2023-05-12,Other_refined_petroleum_and_coal_products_Energy
Marshall Islands (the),Primary manufacturing,972396.0,kWh,Energy,0.18,1,2023-05-14,Primary_manufacturing_Energy
Martinique,Secondary wood products,120791.37198186916,lb,Forestry,0.03,11,2023-05-23,Secondary_wood_products_Forestry
Martinique,Primary manufacturing,1089054.0,kWh,Forestry,0.03,0,2023-05-11,Primary_manufacturing_Forestry
Martinique,Miscellaneous metal products,116051.0,kg,Minerals and mining,0.05,3,2023-05-05,Miscellaneous_metal_products_Minerals_and_mining
Martinique,Extraction,1665410.3685985154,kWh,Energy,0.01,3,2023-05-15,Extraction_Energy
Martinique,Non-metallic minerals,38092.0,metric_ton,Minerals and mining,0.04,0,2023-05-20,Non_metallic_minerals_Minerals_and_mining
Martinique,Primary forestry bioproducts,2118.0,metric_ton,Forestry,0.09,2,2023-05-22,Primary_forestry_bioproducts_Forestry
Martinique,Petrochemicals,195123.68382817184,gallon,Energy,0.13,12,2023-05-22,Petrochemicals_Energy
Martinique,Crude oil,1561071.487008,L,Energy,0.1,12,2023-05-20,Crude_oil_Energy
Martinique,Primary manufacturing,563960.0,kWh,Minerals and mining,0.08,4,2023-05-14,Primary_manufacturing_Minerals_and_mining
Martinique,Metallic minerals,530326.5674069045,metric_ton,Minerals and mining,0.13,12,2023-05-21,Metallic_minerals_Minerals_and_mining
Martinique,Extraction,1835705.0,ton,Minerals and mining,0.07,0,2023-05-25,Extraction_Minerals_and_mining
Martinique,Services,9473162400.0,hr,Energy,0.11,5,2023-05-16,Services_Energy
Martinique,Other refined petroleum and coal products,51693.02436195814,gallon,Energy,0.04,0,2023-05-13,Other_refined_petroleum_and_coal_products_Energy
Martinique,Primary manufacturing,3883029.0,kWh,Energy,0.09,0,2023-05-07,Primary_manufacturing_Energy
Mauritania,Petrochemicals,79048.87550040813,gallon,Energy,0.14,2,2023-05-28,Petrochemicals_Energy
Mauritania,Primary manufacturing,1473312.441427752,kWh,Forestry,0.03,1,2023-05-10,Primary_manufacturing_Forestry
Mauritania,Extraction,216776.32955000002,ton,Minerals and mining,0.06,0,2023-05-25,Extraction_Minerals_and_mining
Mauritania,Secondary paper products,207494.67,metric_ton,Forestry,0.04,0,2023-05-10,Secondary_paper_products_Forestry
Mauritania,Refined petroleum products (fuels and lubricants),240546.87290835072,gallon,Energy,0.11,0,2023-05-07,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Mauritania,Services and custom work,7889.400000000001,hr,Forestry,0.12,0,2023-05-27,Services_and_custom_work_Forestry
Mauritania,Primary forestry bioproducts,11110.0,metric_ton,Forestry,0.13,1,2023-05-02,Primary_forestry_bioproducts_Forestry
Mauritania,Primary sawmill and wood products,811996.0,ft,Forestry,0.08,2,2023-05-04,Primary_sawmill_and_wood_products_Forestry
Mauritania,Crude oil,1252850.74613512,L,Energy,0.02,8,2023-05-29,Crude_oil_Energy
Mauritania,Extraction,83870.93158688064,metric_ton,Forestry,0.1,4,2023-05-03,Extraction_Forestry
Mauritania,Natural gas,223313.36732964177,cubic_feet,Energy,0.04,3,2023-05-28,Natural_gas_Energy
Mauritania,Primary pulp and paper products,470869.0,metric_ton,Forestry,0.04,2,2023-05-26,Primary_pulp_and_paper_products_Forestry
Mauritania,Bioenergy and biofuel (from forestry biomass),8904.004195054169,gallon,Forestry,0.04,4,2023-05-13,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Mauritania,Coal,46397.20457682048,short_ton,Minerals and mining,0.05,0,2023-05-16,Coal_Minerals_and_mining
Mauritius,Services,412358.0,hr,Minerals and mining,0.08,1,2023-05-05,Services_Minerals_and_mining
Mauritius,Petrochemicals,203030.8927297175,gallon,Energy,0.15,6,2023-05-23,Petrochemicals_Energy
Mauritius,Crude oil,300659.0,L,Energy,0.21,1,2023-05-02,Crude_oil_Energy
Mauritius,Other refined petroleum and coal products,19589.659244309067,gallon,Energy,0.53,2,2023-05-12,Other_refined_petroleum_and_coal_products_Energy
Mauritius,Bioenergy and biofuel (from forestry biomass),2633.0,gallon,Forestry,0.03,4,2023-05-22,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Mayotte,Extraction,143515.0,metric_ton,Forestry,0.03,0,2023-05-15,Extraction_Forestry
Mayotte,Petrochemicals,179599.08464076545,gallon,Energy,0.08,0,2023-05-11,Petrochemicals_Energy
Mayotte,Refined petroleum products (fuels and lubricants),905178.7447066499,gallon,Energy,0.18,0,2023-05-07,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Mayotte,Coal,241513.26189951279,short_ton,Minerals and mining,0.16,12,2023-05-23,Coal_Minerals_and_mining
Mayotte,Secondary paper products,163571.866572148,metric_ton,Forestry,0.15,3,2023-05-10,Secondary_paper_products_Forestry
Mayotte,Services,161058.24,hr,Minerals and mining,0.13,5,2023-05-17,Services_Minerals_and_mining
Mayotte,Extraction,2868360.9125278955,kWh,Energy,0.06,2,2023-05-09,Extraction_Energy
Mayotte,Services,186818.07,hr,Forestry,0.11,10,2023-05-24,Services_Forestry
Mayotte,Primary pulp and paper products,284932.0,metric_ton,Forestry,0.1,2,2023-05-03,Primary_pulp_and_paper_products_Forestry
Mexico,Other refined petroleum and coal products,59636.95024000042,gallon,Energy,0.07,8,2023-05-28,Other_refined_petroleum_and_coal_products_Energy
Mexico,Services and custom work,707378400.0,hr,Minerals and mining,0.08,0,2023-05-16,Services_and_custom_work_Minerals_and_mining
Mexico,Biofuels,15250.41714,L,Energy,0.07,1,2023-05-22,Biofuels_Energy
Mexico,Extraction,4191786.0,kWh,Energy,0.08,3,2023-05-12,Extraction_Energy
Mexico,Services,226097.75999999998,hr,Forestry,0.05,3,2023-05-03,Services_Forestry
Mexico,Petrochemicals,167878.655152282,gallon,Energy,0.09,11,2023-05-20,Petrochemicals_Energy
Mexico,Refined petroleum products (fuels and lubricants),518743.7259245365,gallon,Energy,0.03,3,2023-05-17,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Mexico,Extraction,173107.0,metric_ton,Forestry,0.05,4,2023-05-12,Extraction_Forestry
Mexico,Miscellaneous metal products,324780.0,kg,Minerals and mining,0.02,1,2023-05-10,Miscellaneous_metal_products_Minerals_and_mining
Mexico,Bioenergy and biofuel (from forestry biomass),3450.998176683635,gallon,Forestry,0.02,0,2023-05-11,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Mexico,Other bioproducts (from forestry biomass),14.0,kg,Forestry,0.09,1,2023-05-13,Other_bioproducts_(from_forestry_biomass)_Forestry
Mexico,Crude oil,3659421.0,L,Energy,0.06,10,2023-05-24,Crude_oil_Energy
Mexico,Bioenergy,5160.99804372621,kWh,Energy,0.09,3,2023-05-12,Bioenergy_Energy
Mexico,Coal,193994.01441830728,short_ton,Minerals and mining,0.01,0,2023-05-07,Coal_Minerals_and_mining
Mexico,Primary metallic minerals products,723344.4099600038,metric_ton,Minerals and mining,0.03,1,2023-05-06,Primary_metallic_minerals_products_Minerals_and_mining
Mexico,Primary sawmill and wood products,403106.0168364,ft,Forestry,0.02,2,2023-05-13,Primary_sawmill_and_wood_products_Forestry
Mexico,Primary manufacturing,1232194.5328420948,kWh,Forestry,0.01,7,2023-05-29,Primary_manufacturing_Forestry
Mexico,Secondary wood products,116778.9555371347,lb,Forestry,0.04,2,2023-05-12,Secondary_wood_products_Forestry
Mexico,Electricity,725454.7249604902,kWh,Energy,0.09,2,2023-05-22,Electricity_Energy
Micronesia (Federated States of),Metallic minerals,717300.0,metric_ton,Minerals and mining,0.11,4,2023-05-05,Metallic_minerals_Minerals_and_mining
Micronesia (Federated States of),Primary manufacturing,2808199.9353352236,kWh,Energy,0.01,4,2023-05-29,Primary_manufacturing_Energy
Micronesia (Federated States of),Refined petroleum products (fuels and lubricants),439338.2064294224,gallon,Energy,0.12,6,2023-05-28,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Micronesia (Federated States of),Extraction,144914.0,metric_ton,Forestry,0.0199999999999999,4,2023-05-06,Extraction_Forestry
Micronesia (Federated States of),Bioenergy,6558.0,kWh,Energy,0.13,3,2023-05-07,Bioenergy_Energy
Micronesia (Federated States of),Coal,166569.73444740847,short_ton,Minerals and mining,0.13,4,2023-05-05,Coal_Minerals_and_mining
Micronesia (Federated States of),Services,24264.96,hr,Minerals and mining,0.08,12,2023-05-27,Services_Minerals_and_mining
